session,student_id,activity,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
3,66, Diagram,5032084,0,0,235,2,10552,0
3,66, Other,84067660,107,0,283,15,19511,338
3,66, Properties,16,0,0,11,0,370,0
3,66, Study,22786894,397,0,31,0,4038,10
3,66, TextEditor,894828512,2563,0,912,6,53557,2571
3,67, Aulaweb,63387,7,16,68,0,6928,2
3,67, Blank,0,3,0,32,0,2184,1
3,67, Deeds,33221937,148,2,1302,320,101698,61
3,67, Diagram,21198551,5,0,521,4,27270,3
3,67, Other,71499,0,0,75,2,7430,2
3,67, Properties,344,0,0,6,0,726,0
3,67, Study,407443606,241,6,105,0,17331,29
3,67, TextEditor,109263874,3636,0,2778,22,202114,3979
3,68, Aulaweb,20936,8,0,47,0,4085,0
3,68, Blank,10240,8,0,168,64,11813,0
3,68, Deeds,29927871,24,0,1495,316,113974,80
3,68, Diagram,45239,0,0,141,2,11282,0
3,68, Other,16176,0,0,72,6,5832,6
3,68, Properties,4249,0,0,27,0,1695,0
3,68, Study,70299859,219,0,179,0,54054,73
3,68, TextEditor,152149869,1475,0,979,8,113904,3091
3,69, Aulaweb,1857163,0,0,146,0,6368,2
3,69, Blank,50310,0,0,43,0,937,0
3,69, Deeds,428242470,0,0,674,4,23771,108
3,69, Diagram,44793,0,0,17,0,568,0
3,69, Other,6797702,0,0,263,0,9261,728
3,69, Properties,141,0,0,6,0,144,0
3,69, Study,24305079,0,0,192,0,6893,28
3,69, TextEditor,568887094,0,0,988,16,34401,1226
3,70, Aulaweb,0,0,0,4,0,35,0
3,70, Blank,237741,8,0,52,1,4119,0
3,70, Deeds,42609687,87,0,1477,370,63866,75
3,70, Diagram,9552228,26,0,397,8,20482,0
3,70, Other,487636,0,1,109,0,4841,151
3,70, Properties,15,0,0,23,0,632,0
3,70, Study,9419350,170,11,159,0,9550,0
3,70, TextEditor,646872430,2498,14,1434,5,84971,5524
3,72, Aulaweb,58478,0,0,2,0,76,0
3,72, Blank,4823,0,0,7,0,165,0
3,72, Deeds,16562571,16,0,95,18,5814,221
3,72, Diagram,9324,0,0,0,0,0,47
3,72, Other,79593,0,0,6,0,566,64
3,72, Properties,30,0,0,6,0,273,0
3,72, Study,1877919,0,0,0,0,0,0
3,72, TextEditor,451732705,195,0,390,6,15320,3426
3,73, Blank,22805479,150,0,168,10,29985,4
3,73, Deeds,3204545,67,0,1530,345,112725,139
3,73, Diagram,1285372,17,0,228,14,19141,16
3,73, Other,201078,16,0,93,7,10000,131
3,73, Properties,1999,0,0,38,4,1851,0
3,73, TextEditor,771609053,6284,0,1775,0,198348,4377
3,74, Aulaweb,6521,6,0,38,0,2417,0
3,74, Blank,272692,3,0,100,0,5814,0
3,74, Deeds,47111561,106,4,1587,300,100668,12
3,74, Diagram,77721,0,0,51,2,3089,0
3,74, Other,9262100,0,0,92,2,4858,0
3,74, Properties,0,0,0,5,0,156,0
3,74, Study,541601,266,0,140,0,11708,0
3,74, TextEditor,2082453325,6010,0,1837,38,136019,5112
3,75, Aulaweb,4203,0,0,13,0,435,0
3,75, Blank,4021,0,0,68,0,2368,0
3,75, Deeds,98944565,0,0,1209,312,61991,52
3,75, Diagram,9589869,0,0,478,2,23907,0
3,75, Other,514861,0,0,198,4,10461,41
3,75, Properties,297,0,0,13,0,349,0
3,75, Study,6071469,0,0,128,0,10725,0
3,75, TextEditor,1017486921,35,0,2279,76,130873,3813
3,76, Aulaweb,4389,19,0,56,0,3252,0
3,76, Blank,8219,8,0,93,4,5214,34
3,76, Deeds,6526058,108,0,1741,0,103646,1053
3,76, Diagram,557536,9,0,656,0,26964,27
3,76, Other,227993,311,0,242,6,17346,226
3,76, Properties,250,2,0,32,0,1533,2
3,76, Study,1598488,162,0,127,0,14441,16
3,76, TextEditor,433683851,3464,0,2793,2,225555,4647
3,78, Aulaweb,4642,0,7,27,0,1993,0
3,78, Blank,9954,0,0,79,2,3171,1
3,78, Deeds,67167633,0,0,1152,0,68514,818
3,78, Diagram,75673,0,0,70,0,4984,30
3,78, Other,114836,0,0,246,4,12530,55
3,78, Properties,78,0,0,6,0,311,0
3,78, Study,677581,0,1,81,0,6439,0
3,78, TextEditor,546952146,0,0,2617,54,171600,4625
3,79, Aulaweb,10574,0,0,16,0,282,2
3,79, Blank,5201,0,0,19,0,452,0
3,79, Deeds,50768023,61,0,1155,282,29793,32
3,79, Diagram,44587799,0,0,316,4,12065,6
3,79, Other,63561,0,0,72,2,1308,52
3,79, Properties,2533,0,0,10,0,273,0
3,79, Study,10380139,123,0,62,0,3101,0
3,79, TextEditor,1373629520,2542,0,1922,8,60081,5046
3,80, Aulaweb,916089,43,0,26,0,1289,0
3,80, Blank,1010,0,0,36,0,931,0
3,80, Deeds,664868181,204,0,1476,292,46537,154
3,80, Diagram,41715,0,0,42,2,1761,6
3,80, Other,4746457832,0,0,200,12,5353,263
3,80, Properties,221,0,0,23,0,472,0
3,80, Study,841938523,276,0,38,0,2023,2
3,80, TextEditor,214679693,61,0,59,2,2892,87
3,81, Aulaweb,10182,1,0,47,0,11345,0
3,81, Blank,59297,10,0,59,2,18809,2
3,81, Deeds,38333408,61,0,1415,350,335078,138
3,81, Diagram,21223134,16,0,234,24,73665,0
3,81, Other,456672,50,0,98,12,24178,90
3,81, Properties,62,0,0,10,0,2876,0
3,81, Study,23957068,148,0,118,2,45720,0
3,81, TextEditor,654155932,1901,0,3091,58,365941,4806
3,82, Aulaweb,111710,6,0,49,0,3263,0
3,82, Blank,8473,8,0,61,0,2896,0
3,82, Deeds,188952650,142,0,1437,448,89302,8
3,82, Diagram,15831,0,0,83,0,4276,0
3,82, Other,105608876,10,0,214,4,11692,0
3,82, Properties,124,0,0,22,0,372,0
3,82, Study,1054382,126,0,100,0,8579,0
3,82, TextEditor,874253555,3352,6,2207,44,107202,4296
3,83, Aulaweb,10560,0,0,38,4,882,0
3,83, Blank,13459,0,0,71,1,1462,0
3,83, Deeds,81597588,337,0,1292,312,39115,48
3,83, Diagram,196764,19,0,69,0,2218,0
3,83, Other,124456,179,0,275,28,6013,55
3,83, Properties,22478,0,0,6,0,114,16
3,83, Study,3275099,777,0,86,0,5408,3
3,83, TextEditor,887222968,1063,0,2311,56,76495,5062
3,84, Aulaweb,0,0,0,3,0,112,0
3,84, Blank,1050,0,0,19,2,614,0
3,84, Deeds,265940036,86,6,1126,2,70077,514
3,84, Diagram,3987,0,0,45,0,2708,0
3,84, Other,2365262,6,0,326,22,16426,341
3,84, Properties,63,0,0,24,0,430,0
3,84, Study,190589486,65,0,64,6,14117,57
3,84, TextEditor,1886122487,32,0,1279,0,45719,2455
3,85, Aulaweb,82375,23,0,42,0,3025,0
3,85, Blank,47910,0,0,67,0,2858,5
3,85, Deeds,63430156,55,0,958,308,42736,66
3,85, Diagram,5268202,0,0,436,4,22980,4
3,85, Other,614427,0,0,334,8,13115,122
3,85, Properties,859,0,0,14,0,704,0
3,85, Study,36210797,123,0,115,0,13187,0
3,85, TextEditor,1296176860,6724,0,1806,0,122308,4395
3,86, Aulaweb,2461,17,0,32,0,2195,0
3,86, Blank,609,0,0,80,42,5047,0
3,86, Deeds,20876948,144,2,1958,382,88543,82
3,86, Diagram,3007371,0,0,368,0,23098,0
3,86, Other,39798,63,0,141,2,7937,48
3,86, Properties,250,0,0,27,0,1186,0
3,86, Study,2684685,178,0,114,0,9678,0
3,86, TextEditor,609805772,6728,0,1876,0,122705,3605
3,87, Aulaweb,34015,0,0,35,0,1342,0
3,87, Blank,1359,0,0,46,10,1616,0
3,87, Deeds,142223714,0,0,1286,374,47353,174
3,87, Diagram,6322640,0,0,334,10,14751,22
3,87, Other,82234,0,0,114,4,2099,148
3,87, Properties,188,0,0,11,0,293,0
3,87, Study,2102732,0,0,96,2,4325,2
3,87, TextEditor,1483259525,0,0,1232,0,33442,3534
3,88, Aulaweb,47,0,0,21,0,1091,0
3,88, Blank,15393,0,0,50,46,5612,17
3,88, Deeds,85647229,178,0,1465,292,91325,454
3,88, Diagram,128577,0,0,120,2,8212,0
3,88, Other,219106,2,0,161,8,11094,61
3,88, Properties,1501,0,0,25,0,1293,0
3,88, Study,666634,83,0,94,0,16085,0
3,88, TextEditor,1372704317,2071,0,2090,2,195084,5788
3,89, Aulaweb,688,0,0,0,0,73,0
3,89, Blank,862,0,0,19,0,319,0
3,89, Deeds,552517551,286,0,1123,22,29445,500
3,89, Diagram,1225845,0,0,153,0,3358,0
3,89, Other,855486245,130,0,185,0,4586,38
3,89, Properties,41438,0,0,19,2,305,24
3,89, TextEditor,259364097,0,0,23,2,771,0
3,90, Aulaweb,673,14,7,5,0,666,0
3,90, Blank,3712872,0,0,45,3,2336,8
3,90, Deeds,46527513,150,0,1360,210,82534,334
3,90, Diagram,2973,0,0,63,0,3137,0
3,90, Other,63416,6,0,163,1,7444,129
3,90, Properties,654,0,0,5,0,174,0
3,90, Study,30946379,87,1,69,0,4268,0
3,90, TextEditor,3616875172,6742,0,1777,10,113904,5567
3,91, Aulaweb,12761,0,0,12,0,728,0
3,91, Blank,21585,0,0,124,0,4379,2
3,91, Deeds,16799245,118,6,1624,381,116110,178
3,91, Diagram,7093693,11,0,276,4,24283,92
3,91, Other,137527,31,0,130,6,7161,133
3,91, Properties,63,0,0,24,0,799,0
3,91, Study,66782098,206,0,84,0,8672,2
3,91, TextEditor,845271031,4772,0,1552,11,98351,4180
3,92, Aulaweb,11168,0,0,14,0,373,0
3,92, Blank,63894,0,0,19,0,403,0
3,92, Deeds,194743151,0,0,1167,6,26779,240
3,92, Diagram,21788,0,0,38,0,559,0
3,92, Other,77088,0,0,129,0,1816,24
3,92, Properties,3557,0,0,23,0,243,0
3,92, Study,22296272,0,0,129,0,3424,19
3,92, TextEditor,1100163931,0,0,3055,28,40392,4686
3,93, Aulaweb,8312,8,0,4,0,682,0
3,93, Blank,6270,0,0,84,0,2792,0
3,93, Deeds,43663388,77,0,1574,0,99789,1043
3,93, Diagram,598627,2,0,297,0,16226,0
3,93, Other,961876,21,0,221,0,11290,60
3,93, Properties,31,0,0,32,0,1036,2
3,93, Study,3086407,69,0,123,0,20734,18
3,93, TextEditor,611076833,1043,0,1503,2,147922,5681
3,94, Aulaweb,327,13,0,26,0,992,0
3,94, Blank,251608,6,0,79,2,3463,0
3,94, Deeds,23216158,105,0,1871,414,93578,84
3,94, Diagram,11678006,2,0,391,10,20237,0
3,94, Other,473145,0,0,89,0,2479,0
3,94, Properties,46,0,0,15,0,529,0
3,94, Study,5244160,66,0,98,0,5106,2
3,94, TextEditor,849019718,5248,0,1548,28,65279,3338
3,95, Aulaweb,10344,0,0,20,0,1226,0
3,95, Blank,3806,0,0,46,0,1734,2
3,95, Deeds,259531323,315,0,1825,386,107013,279
3,95, Diagram,192057,12,0,205,6,9958,2
3,95, Other,10938,35,0,84,0,6295,0
3,95, Properties,7551,0,0,23,0,1128,0
3,95, Study,42880082,137,0,157,0,8167,36
3,95, TextEditor,1739889297,1909,0,3260,20,93088,4574
3,97, Aulaweb,3466,10,0,41,0,2549,0
3,97, Blank,9580,0,0,74,0,2893,0
3,97, Deeds,112139644,129,0,1287,368,82215,187
3,97, Diagram,384366,0,0,117,0,7161,0
3,97, Other,31913,8,0,69,0,5277,4
3,97, Properties,1717,0,0,26,0,1432,0
3,97, Study,3947971,78,0,87,0,6679,0
3,97, TextEditor,997754456,2038,0,2751,26,128370,4101
3,98, Blank,109,0,0,27,0,769,0
3,98, Deeds,117992491,105,0,1145,10,60330,559
3,98, Diagram,9512104,1,0,318,0,22250,0
3,98, Other,27409274,0,0,130,2,6283,10
3,98, Properties,938,0,0,14,0,521,0
3,98, Study,475538,17,0,26,0,2505,0
3,98, TextEditor,2858869876,3687,2,1148,0,86272,4012
3,99, Aulaweb,13776,0,0,22,2,1706,0
3,99, Blank,2201,11,0,96,0,3999,3
3,99, Deeds,82413822,125,0,1570,397,86520,22
3,99, Diagram,4905652,12,0,138,2,9192,0
3,99, Other,2829635,4,0,238,16,13687,68
3,99, Properties,311,0,0,13,1,424,0
3,99, Study,3172391,272,0,126,0,8345,0
3,99, TextEditor,1104636953,4310,0,1971,6,93348,3855
3,100, Aulaweb,4909,27,0,59,0,3212,2
3,100, Blank,8097,0,0,96,12,5290,17
3,100, Deeds,38614634,124,0,1368,352,56873,217
3,100, Diagram,776411,0,0,76,2,3802,0
3,100, Other,3857125,160,0,513,16,31076,349
3,100, Properties,1141,0,0,9,0,596,0
3,100, Study,29096914,247,0,131,0,9562,7
3,100, TextEditor,578877522,3055,0,2488,0,104891,3130
3,101, Aulaweb,124477,0,0,5,0,1123,0
3,101, Blank,6349,0,0,100,10,6841,0
3,101, Deeds,34975282,0,0,752,218,56598,207
3,101, Diagram,1002,0,0,34,0,2216,0
3,101, Other,6111,0,0,80,0,6427,8
3,101, Properties,0,0,0,7,0,415,0
3,101, Study,13751369,176,0,55,0,7705,3
3,101, TextEditor,1633953791,1665,0,1587,6,121881,3104
3,102, Aulaweb,24263,0,0,4,0,516,0
3,102, Blank,9792,12,0,118,0,4923,0
3,102, Deeds,89250596,56,0,1310,308,54598,22
3,102, Diagram,711036,14,0,431,0,17419,2
3,102, Other,57187,22,0,81,0,4070,0
3,102, Properties,78,0,0,6,0,293,0
3,102, Study,7746940,335,0,111,0,17066,0
3,102, TextEditor,957990636,1824,2,1878,54,62949,5405
3,105, Aulaweb,4299,0,0,9,0,692,0
3,105, Blank,419,0,0,24,0,742,0
3,105, Deeds,142194405,0,0,789,2,31064,646
3,105, Other,1956356,0,0,131,0,4399,144
3,105, Properties,93,0,0,2,0,73,0
3,105, Study,27339986,0,0,48,0,5113,0
3,105, TextEditor,3005710185,14,0,495,2,28467,1102
3,106, Aulaweb,1389,15,2,40,0,10740,0
3,106, Blank,20902,3,0,111,2,28041,0
3,106, Deeds,41451119,39,2,1431,330,339488,43
3,106, Diagram,1709916,33,0,523,24,103606,2
3,106, Other,18289861,90,4,92,5,27123,76
3,106, Properties,78,0,0,16,1,3346,0
3,106, Study,2681850,139,0,191,0,64242,0
3,106, TextEditor,1211386516,2078,0,2102,6,383882,4538
3,107, Aulaweb,827266,160,0,95,0,10198,32
3,107, Blank,271385,41,0,182,24,10440,133
3,107, Deeds,216048790,379,0,1238,106,65567,430
3,107, Diagram,2766,0,0,52,8,2296,0
3,107, Other,36313628,430,0,431,20,41974,857
3,107, Properties,47,0,0,6,0,529,0
3,107, Study,266113172,815,0,157,0,19924,84
3,107, TextEditor,1008370373,2724,0,1278,118,56822,5916
4,1, Aulaweb,1559,0,0,34,0,1286,0
4,1, Blank,143936,0,0,61,7,3398,0
4,1, Deeds,5160444,11,0,343,2,25855,32
4,1, Diagram,36737893,14,0,1163,8,72540,12
4,1, Other,493968,1,0,171,0,8664,87
4,1, Properties,313815,355,0,232,0,13142,8
4,1, Study,6815439,154,0,82,0,9476,0
4,1, TextEditor,142386644,556,0,419,1,43501,2711
4,2, Aulaweb,13774,0,0,30,0,1681,0
4,2, Blank,2420,0,0,61,0,1953,0
4,2, Deeds,43746388,14,0,767,24,29323,2
4,2, Diagram,33237390,32,0,421,4,18418,0
4,2, Other,846622,8,0,208,6,9178,22
4,2, Properties,866392,104,0,199,0,7621,0
4,2, Study,5251266,109,0,102,0,8861,0
4,2, TextEditor,22490602,567,0,338,54,25729,2230
4,3, Aulaweb,1078,3,0,22,0,1211,0
4,3, Blank,30969,0,0,71,1,4129,3
4,3, Deeds,1352766,0,0,465,0,25794,21
4,3, Diagram,42096089,64,0,1331,198,129650,54
4,3, Other,95831,0,0,90,5,6510,62
4,3, Properties,180013,191,0,854,16,28148,0
4,3, Study,8340619,65,0,70,0,22595,0
4,3, TextEditor,40458453,556,0,277,0,45736,1870
4,4, Aulaweb,377130,101,0,78,2,2847,43
4,4, Blank,77151,0,0,73,0,1697,6
4,4, Deeds,495221,0,0,154,0,5748,20
4,4, Diagram,31314918,1,0,525,8,22355,120
4,4, Other,400185,3,0,332,18,6366,202
4,4, Properties,7832820,0,0,218,0,4385,1878
4,4, Study,726143,91,2,43,0,1083,0
4,4, TextEditor,5746476,1037,6,260,0,6091,1323
4,5, Blank,46,0,0,18,24,1368,0
4,5, Deeds,45653836,0,0,401,33,26946,16
4,5, Diagram,5473403,6,0,592,21,47413,2
4,5, Other,1283862,0,0,141,2,8410,72
4,5, Properties,27896,207,0,216,12,12187,0
4,5, TextEditor,102873150,276,0,210,8,33043,2351
4,6, Aulaweb,19593936,62,0,75,0,5592,0
4,6, Blank,1813164,0,0,222,6,8917,29
4,6, Deeds,32008,3,0,141,0,8842,0
4,6, Diagram,12668342,0,0,915,10,59952,0
4,6, Other,428029,19,0,345,2,16022,173
4,6, Properties,403069,313,0,329,0,16489,0
4,6, Study,10250847,95,0,107,0,15089,0
4,6, TextEditor,73324763,1309,0,308,0,35138,2407
4,7, Aulaweb,1723090920,0,0,33,0,1958,0
4,7, Blank,141,0,0,29,2,938,0
4,7, Deeds,6841835,2,0,310,28,12663,23
4,7, Diagram,41500502,27,0,265,6,17457,14
4,7, Other,8377,0,0,106,2,5381,0
4,7, Properties,320132,66,0,122,0,2725,0
4,7, Study,5017406,45,0,80,0,6389,0
4,7, TextEditor,69975313,202,0,258,0,19991,3233
4,8, Aulaweb,177608,3,0,30,0,1823,0
4,8, Blank,160986,20,0,49,25,2899,0
4,8, Deeds,3822197,25,0,481,6,20379,0
4,8, Diagram,8916034,3,0,943,0,35900,0
4,8, Other,25811,73,0,84,0,6244,0
4,8, Properties,16212279,273,0,336,0,13893,8
4,8, Study,65731,83,0,53,0,4251,0
4,8, TextEditor,998021,375,0,254,5,19985,547
4,9, Aulaweb,78089,4,0,37,0,2265,0
4,9, Blank,17014573,0,0,101,0,3772,1
4,9, Deeds,11954536,2,0,582,2,21874,32
4,9, Diagram,1468722,53,0,393,14,17722,0
4,9, Other,61100,38,0,96,2,5139,0
4,9, Properties,1956158,249,0,296,0,9077,0
4,9, Study,353853,136,0,105,0,8745,0
4,9, TextEditor,94151227,475,0,326,2,22372,1699
4,10, Aulaweb,301065,17,0,35,0,2666,0
4,10, Blank,171077,0,0,115,20,6764,0
4,10, Deeds,9006360,64,0,1374,26,49563,1
4,10, Diagram,24846580,89,0,1890,14,65331,13
4,10, Other,581111,35,0,252,0,12338,18
4,10, Properties,342228,155,0,1320,0,27220,16
4,10, Study,20151400,250,0,156,2,12060,0
4,10, TextEditor,76324288,382,0,337,6,27040,2364
4,11, Aulaweb,16,0,0,10,0,750,0
4,11, Blank,498,0,0,36,17,2328,0
4,11, Deeds,1195739,0,0,370,10,23350,4
4,11, Diagram,7294337,7,0,582,0,47765,0
4,11, Other,10050089,12,0,152,4,11480,67
4,11, Properties,89806,249,0,182,2,11091,0
4,11, Study,4846138,35,0,53,0,17206,0
4,11, TextEditor,28092395,248,0,232,3,25696,2134
4,12, Aulaweb,3277,1,0,12,0,491,0
4,12, Blank,42800,0,0,20,18,620,2
4,12, Deeds,157544013,0,0,522,0,11353,0
4,12, Diagram,36744263,0,0,449,0,16737,18
4,12, Other,23342,0,0,101,0,2255,0
4,12, Properties,3958970,0,0,739,0,8430,4
4,12, Study,31953839,0,0,58,0,3609,0
4,12, TextEditor,42492758,70,0,295,0,9767,548
4,13, Aulaweb,95513,35,0,46,0,2814,0
4,13, Blank,4658815,0,0,99,0,4166,0
4,13, Deeds,11452363,0,0,321,26,15012,0
4,13, Diagram,57061179,13,0,1067,10,52356,0
4,13, Other,16052,0,0,44,0,1762,18
4,13, Properties,2107301,81,0,208,6,8726,0
4,13, Study,14698743,77,0,54,0,4449,0
4,13, TextEditor,74339310,595,0,155,0,13350,1722
4,14, Aulaweb,5697,0,0,36,0,1948,0
4,14, Blank,593,0,0,30,2,968,0
4,14, Deeds,6358678,12,0,270,0,14834,48
4,14, Diagram,14672663,45,0,612,0,42022,0
4,14, Other,483080,32,0,170,4,8680,62
4,14, Properties,10698161,266,0,181,0,9658,0
4,14, Study,4082774,41,0,33,0,3024,0
4,14, TextEditor,54071983,564,0,226,0,23205,1048
4,15, Aulaweb,12486413,15,0,32,0,2530,0
4,15, Blank,349438,18,0,170,4,8624,10
4,15, Deeds,141964,1,0,119,0,9395,20
4,15, Diagram,28540516,3,0,634,0,34472,0
4,15, Other,5721325,60,0,71,4,8009,12
4,15, Properties,185506,268,0,134,0,7163,0
4,15, Study,1133129,31,0,91,0,5667,0
4,15, TextEditor,31346977,314,0,269,0,22440,1455
4,16, Aulaweb,15384,0,0,33,0,1340,0
4,16, Blank,1529,0,0,30,0,853,0
4,16, Deeds,869425,0,0,294,2,6719,16
4,16, Diagram,15665421,0,0,619,0,18369,4
4,16, Other,13164389,0,0,133,0,3935,401
4,16, Properties,1175898,0,0,821,0,9048,0
4,16, Study,5219998,0,0,83,0,1928,0
4,16, TextEditor,7427188,0,0,363,0,15658,1717
4,17, Aulaweb,6422682,0,0,31,0,2563,0
4,17, Blank,764,0,0,38,18,2923,0
4,17, Deeds,18122337,40,0,674,28,22759,0
4,17, Diagram,43915700,75,0,618,0,28598,20
4,17, Other,3459454,86,0,169,0,15016,134
4,17, Properties,15545340,80,0,267,0,13696,0
4,17, Study,2637634,188,0,82,0,10128,90
4,17, TextEditor,755568729,565,0,247,2,21495,2478
4,18, Aulaweb,2700,1,0,35,0,2626,0
4,18, Blank,81144,0,0,108,0,7185,0
4,18, Deeds,243521,1,0,124,14,13301,0
4,18, Diagram,1453317,0,0,305,2,20690,0
4,18, Other,253983,0,0,175,28,10818,8
4,18, Properties,167301990,1,0,140,0,4222,0
4,18, Study,1269924,4,0,77,0,8294,0
4,18, TextEditor,436759012,708,0,687,48,60211,4055
4,19, Blank,1622,0,0,26,0,1088,0
4,19, Deeds,2500472,0,0,721,34,46561,0
4,19, Diagram,4406941,0,0,1641,4,46804,14
4,19, Other,525875,0,0,166,2,17299,0
4,19, Properties,96494,0,0,275,10,11101,0
4,19, TextEditor,25040237,0,0,489,4,50127,2793
4,20, Blank,11637,2,0,66,21,4005,1
4,20, Deeds,124420,1,0,242,2,15951,0
4,20, Diagram,11906855,0,0,773,80,58551,16
4,20, Other,2775167,156,0,634,50,32206,149
4,20, Properties,328102,10,0,405,2,16508,14
4,20, Study,11466692,1172,0,173,16,39052,4
4,20, TextEditor,1450779,950,0,431,5,46086,699
4,21, Aulaweb,10951260,153,0,31,0,1228,0
4,21, Blank,86755,0,0,47,0,1677,0
4,21, Deeds,114906286,0,0,377,2,11347,0
4,21, Diagram,93916593,0,0,607,0,26047,0
4,21, Other,14778013,0,0,101,2,4363,0
4,21, Properties,1985,0,0,108,0,4053,0
4,21, Study,71795005,800,0,96,0,3860,0
4,21, TextEditor,767421870,765,0,323,2,13640,2536
4,22, Aulaweb,96,0,0,21,2,599,0
4,22, Blank,1120,0,0,78,0,1637,3
4,22, Deeds,6415211,0,0,453,0,6814,4
4,22, Diagram,41740224,0,0,610,18,11099,30
4,22, Other,342106,0,0,205,12,4760,38
4,22, Properties,44647,0,0,260,0,4058,0
4,22, Study,6921058,5,0,75,0,2188,0
4,22, TextEditor,16884001,208,0,282,0,6918,759
4,23, Aulaweb,136664577,0,0,71,0,4260,24
4,23, Blank,62012,0,0,79,0,2748,21
4,23, Deeds,1173263,0,0,54,2,5360,4
4,23, Diagram,3225886,0,0,95,0,5224,0
4,23, Other,1751504,0,0,174,4,9315,1440
4,23, Properties,35397,0,0,28,0,510,0
4,23, Study,69595919,0,0,108,0,5209,277
4,23, TextEditor,28408539,0,0,189,0,12088,968
4,24, Aulaweb,2999,0,0,25,0,1895,0
4,24, Blank,6702,0,0,97,12,5758,0
4,24, Deeds,43089219,0,0,469,12,28368,24
4,24, Diagram,7685578,0,0,283,36,22548,0
4,24, Other,9850720,0,0,79,0,8685,38
4,24, Properties,1532763,204,0,232,0,11548,0
4,24, Study,1834247,22,0,73,0,9552,0
4,24, TextEditor,11375356,462,0,250,0,29724,820
4,25, Aulaweb,139841,9,0,48,0,3233,0
4,25, Blank,25293,5,0,96,0,4297,0
4,25, Deeds,12589744,8,0,312,20,17366,37
4,25, Diagram,437049874,11,0,397,22,22131,0
4,25, Other,152423,0,0,205,4,7401,0
4,25, Properties,3801079,258,0,138,4,4863,0
4,25, Study,2678628,82,0,126,0,8753,0
4,25, TextEditor,139442940,685,0,452,48,29498,1970
4,26, Blank,191168504,0,0,8,0,769,36
4,26, Deeds,653347,44,0,326,41,7699,96
4,26, Diagram,9988986,58,0,772,6,11587,56
4,26, Other,17691255,0,0,17,0,293,24
4,26, Properties,2474087,593,0,302,7,5742,4
4,27, Aulaweb,0,0,0,2,0,29,0
4,27, Blank,2312,0,0,52,0,1703,0
4,27, Deeds,5784834,0,0,110,12,6324,26
4,27, Diagram,20414768,5,0,352,10,22547,65
4,27, Other,59832,0,0,63,0,1743,0
4,27, Properties,1130441,0,0,113,0,3004,0
4,27, Study,65551443,1401,0,30,0,2251,0
4,27, TextEditor,18154302,1179,0,120,0,8730,588
4,28, Aulaweb,2468,0,0,37,0,3018,0
4,28, Blank,479289,0,0,88,21,6002,3
4,28, Deeds,369794,0,0,112,2,6242,18
4,28, Diagram,22674938,6,0,545,2,35345,492
4,28, Other,1129533,0,0,200,6,9992,54
4,28, Properties,1033362,71,0,231,0,5303,0
4,28, Study,124509,51,0,64,0,5997,0
4,28, TextEditor,311375915,697,0,366,3,36606,3402
4,29, Aulaweb,4202,67,0,99,0,6410,3
4,29, Blank,1999,0,0,65,0,2146,0
4,29, Deeds,1836226,10,0,470,65,29541,6
4,29, Diagram,4988552,74,0,1590,32,82228,2
4,29, Other,15290,0,0,157,2,8422,13
4,29, Properties,583523,263,0,411,23,19425,0
4,29, Study,1796986,246,0,231,0,28199,0
4,29, TextEditor,2176378,1087,0,397,30,38176,1587
4,30, Blank,3042,0,0,12,4,468,0
4,30, Deeds,2292457,0,0,313,8,9664,0
4,30, Diagram,75911432,0,0,655,44,27071,0
4,30, Other,3086603,0,0,172,36,6744,0
4,30, Properties,10732537,0,0,182,0,5480,0
4,30, TextEditor,152915908,0,0,748,36,31403,5789
4,31, Aulaweb,78829,27,0,32,0,2918,0
4,31, Blank,326126,3,0,147,0,8165,6
4,31, Deeds,518691,0,0,256,38,12699,0
4,31, Diagram,22100573,1,0,592,18,31591,1
4,31, Other,668849,1,0,85,2,4448,27
4,31, Properties,86523,81,0,138,0,7008,0
4,31, Study,2072111,67,0,91,0,6196,0
4,31, TextEditor,9158296,202,0,375,40,24488,1764
4,32, Aulaweb,340265,0,0,32,0,1899,0
4,32, Blank,186,2,0,62,0,2536,0
4,32, Deeds,10977944,10,0,1368,154,43366,30
4,32, Diagram,43498187,21,0,724,84,44648,2
4,32, Other,115344,8,0,116,16,4690,0
4,32, Properties,798035,101,0,557,28,12283,0
4,32, Study,23456551,94,0,120,0,9979,0
4,32, TextEditor,49945428,246,0,233,2,17058,2715
4,33, Aulaweb,3792,0,0,17,0,745,0
4,33, Blank,3416,0,0,47,13,1501,0
4,33, Deeds,11069730,0,0,191,2,5582,6
4,33, Diagram,93725413,0,0,790,44,47246,252
4,33, Other,287019,0,0,189,11,5159,80
4,33, Properties,897163,0,0,113,0,3046,62
4,33, Study,13814246,0,0,74,0,7719,0
4,33, TextEditor,41606502,0,0,383,0,12836,1480
4,34, Aulaweb,4141285,5,0,52,0,2979,0
4,34, Blank,3173,0,0,46,2,2053,0
4,34, Deeds,56191448,4,0,532,8,27347,26
4,34, Diagram,93483882,7,0,789,16,45674,2
4,34, Other,1044918,0,0,102,2,4915,6
4,34, Properties,2931183,536,0,618,0,21354,0
4,34, Study,8264331,93,0,102,0,9752,0
4,34, TextEditor,29032277,233,0,202,0,20049,872
4,35, Aulaweb,371202,0,0,2,0,27,34
